0
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/a47432cd41e7.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/d567a1a22d33.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/04ac765f91a1.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/b8ebedd382de.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/c027e5482e8c.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/0dce95217626.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/7bf981d9c7fe.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/7a3ea1779b13.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/ca6842bfcbc9.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/d801c0a66738.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/595446774178.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/65e51e18242b.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/33105f9b3a04.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/94b1d8ad35ec.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/40e9b5630438.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/ca25745942b0.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/71c1a3cdbe47.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/63a03880939c.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/19722bff5a09.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/8fc09fecd22f.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/fea14b3d44b0.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Mild/6b00cb764237.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/3c53198519f7.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/dc3c0d8ee20b.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/8446826853d0.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/b376def52ccc.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/6cb98da77e3e.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/1a1b4b2450ca.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/e7a7187066ad.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/840527bc6628.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/530d78467615.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/e12d41e7b221.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/cd4e7f9fa1a9.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/8cb6b0efaaac.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/7d261f986bef.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/1c4d87baaffc.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/86b3a7929bec.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/aca88f566228.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/cac40227d3b2.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/8acffaf1f4b9.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/da0a1043abf7.png
/Users/md.mahedihassan/My Data/Thesis Diabetic/Days/Aug 01/colored_images/Moderate/2cceb07ff706.png
